
Gurobi 11.0.3 (linux64) logging started Sat Nov 23 18:42:01 2024

Set parameter LogFile to value "/home/yihong/Coding/OR_SUC/SUC_results_bigM100000_thread4/case24_ieee_rts_theta0.5_epsilon0.025_gurobi_seed870000_num_gen100_N_WDR150_load_scaling_factor1_proposed_T24quadra_cost.txt"
Set parameter TimeLimit to value 3600
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64 - "Ubuntu 20.04.6 LTS")

CPU model: AMD EPYC 7532 32-Core Processor, instruction set [SSE2|AVX|AVX2]
Thread count: 64 physical cores, 128 logical processors, using up to 4 threads

Optimize a model with 53864 rows, 29911 columns and 911262 nonzeros
Model fingerprint: 0x13592d6d
Model has 2400 quadratic constraints
Variable types: 27511 continuous, 2400 integer (2400 binary)
Coefficient statistics:
  Matrix range     [3e-04, 2e+03]
  QMatrix range    [2e-03, 8e-03]
  QLMatrix range   [3e-01, 6e+01]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 9e+03]
Presolve removed 43728 rows and 12793 columns
Presolve time: 0.31s
Presolved: 10136 rows, 17118 columns, 54515 nonzeros
Presolved model has 2400 quadratic constraint(s)
Variable types: 14718 continuous, 2400 integer (2400 binary)

Root relaxation: objective 7.152467e+04, 8789 iterations, 0.24 seconds (0.33 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 71524.6658    0    -          - 71524.6658      -     -    0s
     0     0 372819.004    0  788          - 372819.004      -     -    1s
     0     0 629926.197    0  861          - 629926.197      -     -    1s
     0     0 629989.730    0  431          - 629989.730      -     -    1s
     0     0 630321.888    0  189          - 630321.888      -     -    1s
     0     0 630332.298    0  189          - 630332.298      -     -    1s
     0     0 630332.298    0  188          - 630332.298      -     -    1s
     0     0 630335.454    0  188          - 630335.454      -     -    2s
     0     2 630335.454    0  188          - 630335.454      -     -    2s
   343   367 632172.490   65  125          - 630342.785      -  24.0    5s
H  785   773                    632631.27096 630342.785  0.36%  18.2    6s
*  785   773             187    632631.27096 630342.785  0.36%  18.2    6s
   966   815 630944.051   81  161 632631.271 630369.285  0.36%  18.1   10s
   985   828 630423.850   24  205 632631.271 630369.285  0.36%  17.7   22s
  1119   994 630643.293   32  131 632631.271 630381.684  0.36%  41.2   25s
  2230  1490 632572.695  200    1 632631.271 630381.684  0.36%  52.0   30s
H 2600  1685                    632630.89631 630381.684  0.36%  48.9   31s
 123663 104990 630597.969   60    - 632630.896 630496.561  0.34%  44.8  640s
 124481 105669 630776.056  182   16 632630.896 630496.615  0.34%  44.8  648s
 125345 106519 630523.471   83   25 632630.896 630496.675  0.34%  44.8  653s
 125604 106531 630848.847  107    - 632630.896 630496.675  0.34%  44.8  655s
 126245 107094 631703.394  126    2 632630.896 630496.726  0.34%  44.8  661s
 126623 107139 631458.177   95    - 632630.896 630496.729  0.34%  44.8  665s
 127019 107904 630687.765   78    - 632630.896 630496.776  0.34%  44.8  670s
 127941 108567 631464.730   86   15 632630.896 630496.837  0.34%  44.8  680s
 128090 108602 630535.674   64    - 632630.896 630496.837  0.34%  44.8  685s
 128880 108812 631159.258   81    1 632630.896 630496.861  0.34%  44.8  763s
 129074 108845 632013.902  180    1 632630.896 630496.861  0.34%  44.9  765s
 129205 109337 631828.261  103    - 632630.896 630496.869  0.34%  44.9  770s
 129763 109883 630563.111   68    8 632630.896 630496.950  0.34%  44.9  776s
 130330 110779 630638.241   85    4 632630.896 630496.976  0.34%  45.1  780s
 130827 110808 631761.433  172    - 632630.896 630496.991  0.34%  45.0  785s
 131469 111582 630503.887   72   39 632630.896 630497.018  0.34%  45.0  792s
 132392 112426     cutoff  117      632630.896 630497.063  0.34%  45.0  798s
 132754 112456          -  151      632630.896 630497.067  0.34%  45.0  800s
 133382 113204 631122.069   54   37 632630.896 630497.087  0.34%  45.0  806s
 134228 113977 630859.601  131    6 632630.896 630497.105  0.34%  44.9  812s
 134474 113993          -  101      632630.896 630497.105  0.34%  44.9  815s
 135215 114794 631188.427  144    - 632630.896 630497.177  0.34%  45.0  820s
 135801 114855          -   57      632630.896 630497.179  0.34%  45.0  825s
 136061 115648 630777.827   63   43 632630.896 630497.206  0.34%  45.0  830s
 137024 115712          -   88      632630.896 630497.257  0.34%  45.0  835s
 137278 116339 630700.032   73    - 632630.896 630497.270  0.34%  44.9  840s
 137989 117156 631785.927   95    - 632630.896 630497.305  0.34%  45.0  850s
 138988 117272 630640.509   74    - 632630.896 630497.384  0.34%  45.0  858s
 139005 117915 631730.408   99    - 632630.896 630497.390  0.34%  45.0  860s
 139739 117970          -   66      632630.896 630497.426  0.34%  45.1  867s
 140125 118469          -  117      632630.896 630497.426  0.34%  45.3  870s
 140393 119227 632160.263  155    3 632630.896 630497.430  0.34%  45.4  875s
 140714 119253 632442.452  174    - 632630.896 630497.436  0.34%  45.4  880s
 141295 120022 630600.141   57   18 632630.896 630497.466  0.34%  45.4  885s
 141558 120038 632239.529  112    - 632630.896 630497.468  0.34%  45.4  890s
 142288 120776 632512.058  185    - 632630.896 630497.512  0.34%  45.4  898s
 142431 120788          -   72      632630.896 630497.512  0.34%  45.4  900s
 143226 121617 630516.133  103   26 632630.896 630497.534  0.34%  45.5  907s
 143287 121624 632586.001  152    - 632630.896 630497.534  0.34%  45.5  910s
 144161 122338 630797.677  110    3 632630.896 630497.571  0.34%  45.5  917s
 144589 122384          -   68      632630.896 630497.575  0.34%  45.5  920s
 145055 123123 630930.151   88    7 632630.896 630497.603  0.34%  45.5  925s
 145984 123847 630587.613   65    9 632630.896 630497.639  0.34%  45.5  931s
 146813 124727 630525.741   48   10 632630.896 630497.676  0.34%  45.5  936s
 147858 125190          -  107      632630.896 630497.695  0.34%  45.5  940s
 148375 125596 630617.357  158    - 632630.896 630497.702  0.34%  45.5  945s
 149164 126519     cutoff  101      632630.896 630497.721  0.34%  45.6  951s
 150107 126577          -  165      632630.896 630497.745  0.34%  45.6  957s
 150163 127196 631654.501   86   20 632630.896 630497.748  0.34%  45.5  960s
 150994 127756 630745.335  126    3 632630.896 630497.775  0.34%  45.6  966s
 151713 128398 630512.065   56    4 632630.896 630497.802  0.34%  45.5  973s
 152220 128481          -  114      632630.896 630497.810  0.34%  45.6  975s
 153486 129263          -   97      632630.896 630497.838  0.34%  45.5  981s
 153502 129857 630939.954  215   19 632630.896 630497.844  0.34%  45.5  985s
 154367 130533          -  181      632630.896 630497.890  0.34%  45.5  990s
 155096 130574          -  116      632630.896 630497.908  0.34%  45.5  995s
 155840 131757 630995.765  102    1 632630.896 630497.924  0.34%  45.6 1003s
 155846 131760          -  102      632630.896 630497.924  0.34%  45.6 1005s
 156660 132426 630626.719   71   22 632630.896 630497.946  0.34%  45.7 1010s
 157390 133126 631226.074   45   38 632630.896 630497.963  0.34%  45.7 1015s
 158214 133953 630801.793   85   39 632630.896 630497.980  0.34%  45.7 1020s
 159174 134661 630929.159   53    8 632630.896 630498.009  0.34%  45.6 1028s
 160072 135220 632089.513  117    1 632630.896 630498.034  0.34%  45.6 1031s
 160990 135864          -  172      632630.896 630498.053  0.34%  45.8 1035s
 161902 136546          -  175      632630.896 630498.103  0.34%  45.8 1040s
 162705 137283          -  121      632630.896 630498.117  0.34%  45.8 1046s
 163047 137989 631200.578   93   21 632630.896 630498.123  0.34%  45.8 1050s
 163900 138645 630585.312   76    2 632630.896 630498.142  0.34%  45.8 1057s
 164468 138685          -  110      632630.896 630498.149  0.34%  45.8 1061s
 164748 139417 630515.199   38   15 632630.896 630498.165  0.34%  45.8 1065s
 165547 139471          -   73      632630.896 630498.185  0.34%  45.8 1072s
 165675 140106          -  116      632630.896 630498.187  0.34%  45.8 1075s
 166470 140811 630908.213   65   22 632630.896 630498.207  0.34%  45.8 1081s
 166784 140835          -  169      632630.896 630498.224  0.34%  45.8 1085s
 167442 141454          -  131      632630.896 630498.237  0.34%  45.7 1090s
 168354 142249          -  171      632630.896 630498.263  0.34%  45.7 1095s
 168920 142916 632220.292  131   18 632630.896 630498.274  0.34%  45.7 1101s
 169740 143634 632302.316  116   15 632630.896 630498.311  0.34%  45.7 1107s
 170494 144237 630907.974  112    3 632630.896 630498.334  0.34%  45.7 1110s
 171084 144284          -   79      632630.896 630498.344  0.34%  45.7 1115s
 171319 144672          -   57      632630.896 630498.352  0.34%  45.7 1120s
 171950 145227 631251.163  124    2 632630.896 630498.366  0.34%  45.8 1126s
 172586 145341          -  136      632630.896 630498.370  0.34%  45.8 1130s
 173078 146018          -  147      632630.896 630498.380  0.34%  45.9 1135s
 173603 146734 630575.763   63    2 632630.896 630498.403  0.34%  45.9 1142s
 173949 146767          -  119      632630.896 630498.405  0.34%  45.9 1145s
 174565 147424          -   68      632630.896 630498.420  0.34%  45.9 1150s
 175283 148110 630653.633   72    9 632630.896 630498.446  0.34%  45.9 1156s
 175480 148125          -  169      632630.896 630498.446  0.34%  45.8 1160s
 176195 148567 630627.995   58    - 632630.896 630498.464  0.34%  45.8 1171s
 177371 149814 630516.385   80    3 632630.896 630498.487  0.34%  46.0 1176s
 178294 150293 630506.123   44    8 632630.896 630498.518  0.34%  45.9 1181s
 179054 150637          -  112      632630.896 630498.518  0.34%  46.1 1185s
 179835 151255          -   56      632630.896 630498.521  0.34%  46.2 1190s
 180181 151955          -  181      632630.896 630498.552  0.34%  46.2 1195s
 180833 152440 630502.485   52   15 632630.896 630498.564  0.34%  46.2 1202s
 180977 152446          -  186      632630.896 630498.564  0.34%  46.1 1205s
 181613 153140 630597.022   48   13 632630.896 630498.597  0.34%  46.1 1216s
 182339 153757 630842.629   70   14 632630.896 630498.606  0.34%  46.1 1222s
 183046 154159          -  118      632630.896 630498.611  0.34%  46.2 1225s
 183362 154223          -  117      632630.896 630498.611  0.34%  46.2 1230s
 184279 154763          -  159      632630.896 630498.630  0.34%  46.4 1235s
 184925 155332          -  120      632630.896 630498.642  0.34%  46.4 1240s
 185522 155958          -   56      632630.896 630498.642  0.34%  46.4 1245s
 186417 156648          -  163      632630.896 630498.665  0.34%  46.5 1250s
 186526 157353 631960.501  185    2 632630.896 630498.669  0.34%  46.5 1255s
 187471 157951          -   67      632630.896 630498.688  0.34%  46.5 1260s
 188105 158721 630504.734   88   41 632630.896 630498.696  0.34%  46.5 1265s
 188655 158755          -  170      632630.896 630498.698  0.34%  46.5 1270s
 189092 159428          -   86      632630.896 630498.710  0.34%  46.5 1275s
 189923 160145 630707.775   64    2 632630.896 630498.751  0.34%  46.5 1281s
 190757 160850 632213.175  193    2 632630.896 630498.770  0.34%  46.5 1288s
 191164 160888          -  127      632630.896 630498.773  0.34%  46.5 1290s
 191633 161613 630591.747   72   19 632630.896 630498.791  0.34%  46.5 1298s
 192233 161646          -  177      632630.896 630498.810  0.34%  46.5 1301s
 192537 162452 630506.867   89   28 632630.896 630498.823  0.34%  46.4 1306s
 193040 162487          -  184      632630.896 630498.825  0.34%  46.4 1311s
 193520 163140          -   91      632630.896 630498.827  0.34%  46.4 1317s
 194309 163198          -   72      632630.896 630498.839  0.34%  46.4 1323s
 194334 163850 631322.516  100    2 632630.896 630498.839  0.34%  46.4 1325s
 194801 163873          -   88      632630.896 630498.849  0.34%  46.4 1330s
 195651 164578          -  130      632630.896 630498.863  0.34%  46.4 1336s
 195972 165283 631198.311  117    4 632630.896 630498.871  0.34%  46.4 1341s
 196833 166022 630524.465   66   11 632630.896 630498.880  0.34%  46.4 1346s
 197706 166775 630510.993   45    7 632630.896 630498.897  0.34%  46.4 1350s
 198540 167550 630575.028   68    3 632630.896 630498.914  0.34%  46.4 1356s
 199417 167614          -   54      632630.896 630498.926  0.34%  46.4 1360s
 199676 168081          -   68      632630.896 630498.929  0.34%  46.4 1365s
 200557 168646          -  119      632630.896 630498.950  0.34%  46.5 1370s
 201208 169129          -  110      632630.896 630498.954  0.34%  46.7 1377s
 201339 169703 631444.712   88   16 632630.896 630498.955  0.34%  46.7 1380s
 202099 170440          -  133      632630.896 630498.980  0.34%  46.7 1385s
 202935 170990     cutoff  172      632630.896 630499.002  0.34%  46.7 1390s
 203605 171761 630510.658   98    3 632630.896 630499.011  0.34%  46.7 1395s
 204514 172448 631854.499  115    1 632630.896 630499.024  0.34%  46.7 1400s
 205186 172506          -   80      632630.896 630499.040  0.34%  46.7 1405s
 205647 173151          -  177      632630.896 630499.042  0.34%  46.7 1410s
 206076 173159          -  159      632630.896 630499.047  0.34%  46.7 1416s
 206212 173840          -   67      632630.896 630499.061  0.34%  46.7 1420s
 207004 174639 630826.260   94   24 632630.896 630499.069  0.34%  46.7 1426s
 207874 175282 631656.969  197    7 632630.896 630499.082  0.34%  46.7 1434s
 207995 175283          -  140      632630.896 630499.082  0.34%  46.7 1435s
 208612 175898 630555.074   80   19 632630.896 630499.111  0.34%  46.7 1441s
 209020 175940          -  132      632630.896 630499.113  0.34%  46.7 1447s
 209503 176604 631885.374  127    2 632630.896 630499.123  0.34%  46.6 1454s
 209591 176611          -   84      632630.896 630499.123  0.34%  46.6 1455s
 210385 177165 630555.571   79   35 632630.896 630499.131  0.34%  46.6 1462s
 210558 177184          -   91      632630.896 630499.131  0.34%  46.6 1465s
 211708 178415 632390.514  173    - 632630.896 630499.152  0.34%  46.6 1472s
 211871 178437          -  119      632630.896 630499.152  0.34%  46.6 1475s
 212293 178460          -   67      632630.896 630499.153  0.34%  46.6 1482s
 212542 179029          -   70      632630.896 630499.184  0.34%  46.6 1487s
 213191 179692 630835.217  121   11 632630.896 630499.191  0.34%  46.6 1490s
 213503 179759          -   75      632630.896 630499.202  0.34%  46.6 1495s
 214096 180424 631890.018  106    - 632630.896 630499.227  0.34%  46.6 1502s
 214527 180471          -   71      632630.896 630499.233  0.34%  46.6 1505s
 214970 180951 630532.569   51    2 632630.896 630499.252  0.34%  46.6 1511s
 215165 180966          -   95      632630.896 630499.252  0.34%  46.6 1518s
 215177 180972          -  101      632630.896 630499.252  0.34%  46.6 1520s
 215636 181618 632536.588  123    1 632630.896 630499.256  0.34%  46.6 1525s
 216437 182068 630594.604   73    3 632630.896 630499.273  0.34%  46.6 1536s
 216770 182125          -  102      632630.896 630499.273  0.34%  46.7 1541s
 217136 182489 632322.870  144    - 632630.896 630499.292  0.34%  46.7 1547s
 217758 182601          -   66      632630.896 630499.304  0.34%  46.7 1550s
 218439 183148          -  120      632630.896 630499.317  0.34%  46.8 1555s
 218704 183601          -   73      632630.896 630499.317  0.34%  46.9 1560s
 219040 184174 630732.857  148    1 632630.896 630499.324  0.34%  47.0 1566s
 219315 184235          -  118      632630.896 630499.327  0.34%  47.0 1570s
 219873 184871 630537.298   84    3 632630.896 630499.342  0.34%  47.0 1575s
 220303 184910          -   79      632630.896 630499.342  0.34%  47.0 1580s
 220735 185437 630589.211   66   20 632630.896 630499.384  0.34%  47.0 1586s
 221151 185483          -   80      632630.896 630499.391  0.34%  47.0 1590s
 221477 186179 630966.190   94   10 632630.896 630499.402  0.34%  47.0 1597s
 221836 186190          -  130      632630.896 630499.403  0.34%  47.0 1600s
 222254 186919 630504.992   36   20 632630.896 630499.420  0.34%  47.0 1606s
 223146 187556 630504.528   86    8 632630.896 630499.437  0.34%  47.0 1612s
 223276 187573          -  179      632630.896 630499.437  0.34%  47.0 1615s
 224075 188355          -  124      632630.896 630499.444  0.34%  47.0 1620s
 224870 188924 630968.323   68    4 632630.896 630499.453  0.34%  47.0 1628s
 225501 188998          -  130      632630.896 630499.473  0.34%  47.1 1630s
 226512 190459 630710.302   71    9 632630.896 630499.485  0.34%  47.1 1637s
 226706 190484          -  131      632630.896 630499.485  0.34%  47.1 1640s
 227411 190540          -   83      632630.896 630499.507  0.34%  47.0 1648s
 227476 191138 631042.358   71    1 632630.896 630499.509  0.34%  47.0 1652s
 227896 191195          -  142      632630.896 630499.512  0.34%  47.0 1655s
 228326 191871          -   83      632630.896 630499.530  0.34%  47.1 1660s
 228839 191914          -   96      632630.896 630499.531  0.34%  47.1 1671s
 229196 192415 631294.690   90    3 632630.896 630499.539  0.34%  47.1 1675s
 229366 192439          -  114      632630.896 630499.539  0.34%  47.1 1680s
 229899 193211          -  116      632630.896 630499.542  0.34%  47.1 1687s
 230140 193230          -  181      632630.896 630499.542  0.34%  47.1 1690s
 231027 193877          -  118      632630.896 630499.566  0.34%  47.1 1695s
 231693 194759          -  101      632630.896 630499.578  0.34%  47.1 1700s
 232672 195557 630551.056   75    5 632630.896 630499.589  0.34%  47.1 1710s
